duracion_dias,monto_pagado,infracciones_previas,tipo_vehiculo,zona_circulacion
26.0,79045.09,0,Camion,Zona D
15.0,94217.45,3,Camion,Zona D
7.0,58913.98,1,Coche,Zona C
29.0,93414.78,1,Camion,Zona A
17.0,22629.93,0,Moto,Zona D
25.0,110594.42,0,Furgoneta,Zona C
9.0,90390.89,1,Furgoneta,Zona A
21.0,51708.14,1,Furgoneta,Zona D
15.0,28060.27,0,Moto,Zona A
10.0,164606.64,0,Camion,Zona D
13.0,8411.69,2,Bicicleta,Zona C
15.0,151384.75,0,Camion,Zona B
22.0,42244.85,1,Coche,Zona B
5.0,5389.82,0,Monopatin,Zona A
29.0,42157.66,0,Furgoneta,Zona C
3.0,142670.36,0,Camion,Zona B
27.0,8053.719999999999,1,Bicicleta,Zona D
27.0,30646.01,0,Coche,Zona B
8.0,36406.59,0,Moto,Zona A
20.0,29283.51,0,Moto,Zona A
10.0,6337.58,4,Bicicleta,Zona C
13.0,59841.91,5,Coche,Zona A
29.0,56373.55,2,Furgoneta,Zona B
15.0,89539.04,5,Camion,Zona B
29.0,35311.53,0,Coche,Zona B
22.0,17439.24,5,Moto,Zona B
8.0,9050.27,0,Bicicleta,Zona C
29.0,8226.86,0,Bicicleta,Zona D
9.0,146935.96,0,Camion,Zona D
22.0,1232.75,4,Bicicleta,Zona C
21.0,7060.31,1,Bicicleta,Zona A
12.0,44338.93,1,Coche,Zona D
11.0,81263.22,5,Furgoneta,Zona A
2.0,120963.78,1,Camion,Zona D
18.0,53421.28,1,Coche,Zona A
9.0,82131.55,0,Furgoneta,Zona C
2.0,43118.04,2,Coche,Zona B
2.0,4400.68,4,Monopatin,Zona A
3.0,49207.71,4,Coche,Zona B
16.0,9211.14,0,Bicicleta,Zona A
19.0,82042.35,0,Furgoneta,Zona A
4.0,91733.34,0,Camion,Zona A
23.0,89827.45,0,Camion,Zona A
25.0,92237.49,0,Furgoneta,Zona A
18.0,9817.74,1,Bicicleta,Zona B
20.0,33032.61,2,Coche,Zona A
25.0,42636.11,3,Coche,Zona B
18.0,3493.56,0,Bicicleta,Zona C
10.0,5572.47,0,Monopatin,Zona D
11.0,62824.84,0,Furgoneta,Zona A
29.0,48449.44,0,Coche,Zona D
17.0,125336.28,0,Camion,Zona B
26.0,29152.37,0,Moto,Zona C
24.0,6339.8,4,Monopatin,Zona C
25.0,162106.86,0,Camion,Zona C
24.0,51560.7,1,Coche,Zona B
20.0,39472.57,1,Furgoneta,Zona A
16.0,40856.89,1,Coche,Zona A
20.0,11379.5,2,Bicicleta,Zona B
13.0,26115.7,1,Moto,Zona D
2.0,13228.1,3,Bicicleta,Zona A
24.0,7090.44,0,Bicicleta,Zona B
27.0,135508.71,0,Furgoneta,Zona A
2.0,24988.69,2,Moto,Zona C
25.0,43703.7,0,Coche,Zona B
14.0,39325.0,1,Coche,Zona D
4.0,5989.78,1,Monopatin,Zona B
17.0,69130.06,0,Camion,Zona D
13.0,4175.37,1,Monopatin,Zona B
4.0,4917.81,3,Monopatin,Zona C
3.0,16132.45,3,Coche,Zona B
12.0,77661.54,1,Furgoneta,Zona A
22.0,12129.19,2,Bicicleta,Zona A
23.0,9036.69,3,Bicicleta,Zona C
8.0,6420.69,1,Bicicleta,Zona B
2.0,25573.595,0,Moto,Zona C
6.0,55057.18,0,Coche,Zona A
22.0,67742.07,0,Furgoneta,Zona D
10.0,28514.2,0,Moto,Zona C
12.0,100596.89,0,Camion,Zona D
21.0,55416.98,4,Furgoneta,Zona D
10.0,6771.19,1,Monopatin,Zona B
10.0,97016.95,2,Furgoneta,Zona C
23.0,34677.69,1,Furgoneta,Zona D
3.0,7191.54,0,Bicicleta,Zona D
20.0,105030.54,0,Furgoneta,Zona B
10.0,4750.79,4,Monopatin,Zona B
29.0,4129.18,0,Monopatin,Zona A
9.0,46211.84,1,Coche,Zona D
20.0,82662.02,0,Furgoneta,Zona A
15.0,7568.87,0,Bicicleta,Zona D
14.0,78015.76,0,Furgoneta,Zona A
2.0,114602.17,1,Camion,Zona B
5.0,84949.74,3,Camion,Zona C
20.0,5539.62,1,Bicicleta,Zona B
29.0,33650.66,1,Coche,Zona A
29.0,51372.49,3,Coche,Zona A
8.0,5874.15,1,Monopatin,Zona C
7.0,3588.05,2,Monopatin,Zona D
6.0,13749.1,0,Moto,Zona A
15.0,5908.83,2,Bicicleta,Zona A
15.0,113657.69,1,Furgoneta,Zona A
18.0,7248.54,0,Bicicleta,Zona C
19.0,23394.36,0,Moto,Zona B
10.0,3803.43,0,Monopatin,Zona A
25.0,9372.09,0,Bicicleta,Zona C
15.0,7703.99,2,Bicicleta,Zona A
25.0,3910.04,1,Monopatin,Zona D
21.0,17268.17,4,Moto,Zona C
14.0,5566.77,1,Monopatin,Zona A
3.0,53959.78,1,Coche,Zona B
18.0,50281.26,0,Furgoneta,Zona A
24.0,6841.07,1,Monopatin,Zona B
15.0,20185.84,1,Moto,Zona A
6.0,39908.88,2,Camion,Zona C
10.0,72929.52,1,Coche,Zona D
27.0,116308.48,1,Camion,Zona D
12.0,5651.71,0,Monopatin,Zona D
7.0,75084.29,1,Coche,Zona A
17.0,55937.09,2,Furgoneta,Zona B
1.0,5719.0,1,Monopatin,Zona A
26.0,108207.88,0,Furgoneta,Zona D
18.0,5757.17,0,Bicicleta,Zona C
26.0,172583.65,0,Camion,Zona D
15.0,28862.6,1,Coche,Zona C
19.0,77711.24,0,Furgoneta,Zona B
28.0,16934.97,2,Moto,Zona C
1.0,96700.23,0,Furgoneta,Zona A
5.0,17759.54,0,Moto,Zona A
15.0,4074.04,2,Monopatin,Zona A
3.0,36815.52,1,Coche,Zona C
15.0,51153.54,2,Furgoneta,Zona A
8.0,61592.84,0,Furgoneta,Zona A
12.0,49320.03,0,Coche,Zona A
27.0,77594.82,0,Furgoneta,Zona B
22.0,23376.45,0,Moto,Zona C
25.0,64002.97,2,Furgoneta,Zona C
19.0,107182.8,0,Camion,Zona D
25.0,2621.62,5,Monopatin,Zona C
25.0,6322.43,2,Bicicleta,Zona B
12.0,23336.79,1,Moto,Zona C
13.0,130596.85,5,Camion,Zona B
28.0,5258.39,0,Monopatin,Zona B
1.0,31580.3,0,Coche,Zona C
19.0,28208.4,1,Moto,Zona D
6.0,8293.4,0,Bicicleta,Zona A
8.0,7160.25,4,Monopatin,Zona A
4.0,4413.44,5,Bicicleta,Zona C
5.0,47952.85,3,Coche,Zona C
25.0,65469.6,4,Coche,Zona B
22.0,22776.81,1,Moto,Zona C
28.0,58077.06,1,Furgoneta,Zona B
15.0,37759.09,0,Coche,Zona D
23.0,6177.19,2,Monopatin,Zona C
4.0,42845.89,0,Furgoneta,Zona A
15.0,108003.71,2,Camion,Zona A
15.0,8053.719999999999,4,Bicicleta,Zona C
15.0,60777.54,0,Furgoneta,Zona B
15.0,9059.84,0,Bicicleta,Zona A
21.0,70512.97,0,Furgoneta,Zona B
5.0,128389.23,2,Camion,Zona C
24.0,31369.89,2,Coche,Zona C
9.0,149876.35,1,Camion,Zona A
2.0,53190.11,2,Coche,Zona C
27.0,68570.12,0,Coche,Zona D
7.0,7023.32,1,Bicicleta,Zona D
17.0,5674.34,1,Monopatin,Zona A
16.0,148202.29,0,Camion,Zona D
17.0,90317.48,0,Furgoneta,Zona B
15.0,181120.41,2,Camion,Zona A
26.0,4008.28,4,Bicicleta,Zona A
23.0,52619.76,1,Coche,Zona B
15.0,7025.95,3,Bicicleta,Zona D
11.0,21417.33,0,Moto,Zona D
2.0,36201.51,4,Moto,Zona D
1.0,65114.91,0,Furgoneta,Zona A
26.0,10046.78,1,Bicicleta,Zona A
2.0,54701.99,0,Furgoneta,Zona D
29.0,104468.32,2,Furgoneta,Zona C
15.0,24831.61,0,Moto,Zona D
9.0,73213.75,0,Furgoneta,Zona B
22.0,13474.34,0,Moto,Zona A
26.0,49002.16,0,Coche,Zona B
2.0,6351.79,0,Bicicleta,Zona B
28.0,121943.9,1,Furgoneta,Zona A
15.0,25387.49,0,Moto,Zona C
10.0,119417.185,0,Camion,Zona D
15.0,64667.68,0,Furgoneta,Zona B
10.0,2960.16,0,Monopatin,Zona A
29.0,72834.19,1,Coche,Zona B
25.0,49002.16,1,Coche,Zona B
23.0,117590.91,0,Camion,Zona C
27.0,41345.09,0,Moto,Zona B
17.0,79685.59,1,Furgoneta,Zona C
28.0,33223.25,1,Moto,Zona A
9.0,58492.42,0,Coche,Zona A
18.0,20691.27,0,Moto,Zona C
4.0,52735.39,0,Coche,Zona D
9.0,27795.43,0,Moto,Zona D
16.0,73046.37,0,Camion,Zona A
4.0,8691.14,0,Bicicleta,Zona C
16.0,161074.0,0,Camion,Zona D
19.0,95104.92,1,Camion,Zona D
1.0,7494.99,4,Bicicleta,Zona D
23.0,5336.95,1,Bicicleta,Zona A
6.0,68412.85,1,Furgoneta,Zona C
10.0,70275.12,0,Furgoneta,Zona B
16.0,176813.85,0,Camion,Zona C
4.0,108581.16,0,Camion,Zona C
22.0,42045.18,1,Coche,Zona A
22.0,48590.65,1,Coche,Zona D
13.0,39015.54,2,Furgoneta,Zona D
16.0,1461.93,0,Monopatin,Zona A
20.0,2926.83,0,Monopatin,Zona A
29.0,87778.47,1,Furgoneta,Zona A
6.0,49959.85,1,Coche,Zona A
15.0,63036.58,0,Coche,Zona A
11.0,2719.44,1,Monopatin,Zona B
24.0,23469.53,0,Moto,Zona C
29.0,13061.33,1,Moto,Zona C
3.0,54009.81,0,Coche,Zona C
20.0,14665.76,1,Moto,Zona D
10.0,7415.92,2,Bicicleta,Zona B
29.0,84953.53,5,Furgoneta,Zona C
28.0,70611.22,3,Furgoneta,Zona D
1.0,16070.75,1,Coche,Zona B
20.0,179843.98,0,Camion,Zona B
11.0,4253.94,0,Monopatin,Zona D
26.0,25857.39,0,Coche,Zona B
26.0,30708.97,0,Moto,Zona D
12.0,6197.85,0,Monopatin,Zona C
14.0,109121.49,1,Camion,Zona D
15.0,36521.86,0,Moto,Zona B
8.0,6222.33,0,Bicicleta,Zona C
11.0,26317.36,1,Moto,Zona C
4.0,9225.92,1,Bicicleta,Zona A
28.0,7271.0,1,Monopatin,Zona A
7.0,3336.06,1,Bicicleta,Zona B
10.0,8437.71,0,Monopatin,Zona D
19.0,6760.81,0,Monopatin,Zona D
25.0,5674.18,2,Monopatin,Zona B
26.0,3800.52,0,Monopatin,Zona C
4.0,3674.5,1,Monopatin,Zona B
2.0,27158.73,0,Moto,Zona B
26.0,5740.7,3,Monopatin,Zona C
21.0,27736.51,1,Moto,Zona D
18.0,5239.63,1,Monopatin,Zona B
14.0,9036.71,0,Bicicleta,Zona D
26.0,1721.57,4,Monopatin,Zona B
16.0,110420.24,1,Camion,Zona C
22.0,2925.15,0,Monopatin,Zona C
15.0,4939.19,1,Monopatin,Zona A
10.0,11135.52,0,Bicicleta,Zona C
17.0,58191.51,0,Furgoneta,Zona A
14.0,6297.71,0,Bicicleta,Zona B
22.0,89417.39,2,Camion,Zona D
4.0,62818.23,1,Furgoneta,Zona C
19.0,58310.79,1,Coche,Zona C
2.0,61807.96,1,Coche,Zona C
7.0,172891.22,1,Camion,Zona B
9.0,5587.69,0,Bicicleta,Zona A
28.0,30129.55,0,Coche,Zona B
19.0,150613.29,0,Camion,Zona D
16.0,119679.11,0,Furgoneta,Zona B
22.0,57668.29,4,Furgoneta,Zona D
25.0,1994.63,2,Monopatin,Zona C
16.0,45839.21,0,Coche,Zona D
18.0,147408.5,0,Furgoneta,Zona D
23.0,80570.54,3,Camion,Zona A
21.0,91686.2,0,Furgoneta,Zona D
21.0,40204.97,1,Camion,Zona D
11.0,38611.3,0,Moto,Zona B
7.0,2182.69,1,Monopatin,Zona C
9.0,14133.06,3,Coche,Zona B
4.0,82372.86,3,Furgoneta,Zona B
25.0,124261.3,1,Camion,Zona C
13.0,8053.719999999999,1,Bicicleta,Zona C
27.0,62741.92,1,Coche,Zona D
26.0,9995.68,0,Moto,Zona D
25.0,114532.7,0,Camion,Zona A
29.0,3954.37,4,Monopatin,Zona B
19.0,28252.54,0,Moto,Zona D
2.0,32822.36,1,Moto,Zona C
9.0,3792.06,4,Monopatin,Zona D
12.0,72011.59,1,Furgoneta,Zona A
2.0,73611.53,1,Furgoneta,Zona A
6.0,96200.94,1,Camion,Zona C
5.0,6974.28,1,Bicicleta,Zona A
5.0,96177.87,1,Camion,Zona C
20.0,8299.12,3,Bicicleta,Zona D
22.0,20601.68,1,Moto,Zona B
5.0,56406.39,0,Coche,Zona A
27.0,98756.1,2,Camion,Zona D
4.0,143282.66,2,Camion,Zona B
29.0,6531.96,0,Bicicleta,Zona B
9.0,29543.02,0,Moto,Zona B
29.0,18635.57,4,Moto,Zona D
22.0,10124.87,0,Bicicleta,Zona D
27.0,11664.81,1,Moto,Zona C
10.0,4991.23,0,Monopatin,Zona B
16.0,66388.38,0,Furgoneta,Zona B
10.0,4930.73,1,Monopatin,Zona B
29.0,32210.17,0,Coche,Zona C
10.0,112994.51,0,Camion,Zona B
29.0,33359.7,0,Coche,Zona D
19.0,111425.87,3,Camion,Zona B
10.0,72052.35,3,Furgoneta,Zona A
6.0,27474.42,2,Moto,Zona D
17.0,5098.71,1,Monopatin,Zona C
5.0,12507.93,1,Bicicleta,Zona B
26.0,4235.1,3,Monopatin,Zona A
6.0,76816.91,2,Furgoneta,Zona C
27.0,97764.6,2,Coche,Zona C
24.0,7463.48,0,Bicicleta,Zona D
27.0,32149.16,0,Moto,Zona B
15.0,93837.2,1,Furgoneta,Zona C
25.0,8053.719999999999,0,Bicicleta,Zona C
27.0,45664.5,0,Furgoneta,Zona C
19.0,42930.06,1,Furgoneta,Zona B
15.0,16615.9,0,Moto,Zona B
29.0,126220.05,2,Camion,Zona B
4.0,5591.83,0,Bicicleta,Zona B
15.0,8999.19,1,Moto,Zona A
15.0,57815.42,0,Furgoneta,Zona B
16.0,27764.38,3,Moto,Zona C
24.0,87470.56,0,Camion,Zona B
19.0,6713.62,2,Monopatin,Zona B
20.0,5299.08,1,Bicicleta,Zona D
3.0,120509.18,0,Camion,Zona C
10.0,44136.12,1,Coche,Zona B
2.0,8452.35,3,Bicicleta,Zona B
4.0,130398.75,0,Camion,Zona B
6.0,118044.71,0,Furgoneta,Zona A
11.0,9655.63,0,Bicicleta,Zona B
14.0,6990.16,0,Bicicleta,Zona D
16.0,29596.47,4,Moto,Zona C
27.0,98005.96,0,Furgoneta,Zona C
21.0,80674.49,1,Coche,Zona B
19.0,4764.3,0,Monopatin,Zona B
2.0,117015.06,0,Camion,Zona B
25.0,34842.24,0,Moto,Zona C
17.0,48053.26,0,Camion,Zona C
9.0,46930.43,1,Coche,Zona A
17.0,60415.0,0,Coche,Zona D
15.0,10513.31,2,Bicicleta,Zona A
7.0,16859.73,1,Coche,Zona D
22.0,71822.37,0,Camion,Zona A
23.0,20175.43,0,Furgoneta,Zona C
19.0,100950.54,0,Furgoneta,Zona A
3.0,8490.7,0,Bicicleta,Zona D
29.0,7128.52,0,Monopatin,Zona B
27.0,121050.03,2,Camion,Zona D
15.0,200675.43,3,Camion,Zona B
4.0,35854.54,2,Coche,Zona B
28.0,106782.99,0,Camion,Zona D
18.0,28096.23,0,Moto,Zona A
26.0,3930.87,5,Monopatin,Zona D
15.0,56257.49,1,Coche,Zona B
19.0,24170.1,0,Moto,Zona C
23.0,7594.59,0,Bicicleta,Zona A
23.0,76993.21,0,Furgoneta,Zona D
28.0,9692.96,1,Bicicleta,Zona B
25.0,71770.63,3,Furgoneta,Zona A
6.0,5312.13,0,Bicicleta,Zona C
1.0,122418.08,0,Camion,Zona A
8.0,20245.63,0,Moto,Zona C
1.0,56018.92,0,Furgoneta,Zona A
19.0,24035.21,1,Coche,Zona D
11.0,31983.49,1,Moto,Zona B
21.0,59937.48,0,Coche,Zona B
24.0,35555.6,1,Moto,Zona D
25.0,25020.81,0,Moto,Zona C
15.0,10588.52,1,Bicicleta,Zona C
23.0,57351.97,1,Furgoneta,Zona C
25.0,34205.3,0,Furgoneta,Zona D
15.0,19362.58,1,Moto,Zona A
19.0,112586.03,0,Camion,Zona A
29.0,132976.4,0,Camion,Zona B
21.0,69212.8,0,Coche,Zona D
10.0,54831.21,0,Coche,Zona B
24.0,13417.75,2,Bicicleta,Zona C
12.0,25898.65,0,Moto,Zona C
1.0,51511.03,1,Coche,Zona D
24.0,55073.04,3,Coche,Zona D
7.0,5568.43,0,Monopatin,Zona A
17.0,27734.41,0,Moto,Zona D
29.0,5042.6,0,Bicicleta,Zona A
29.0,62782.89,0,Coche,Zona D
26.0,14013.64,0,Bicicleta,Zona B
10.0,7901.03,0,Bicicleta,Zona A
28.0,70579.53,1,Camion,Zona C
6.0,147069.17,0,Camion,Zona B
17.0,9802.31,0,Bicicleta,Zona A
5.0,48501.15,0,Furgoneta,Zona D
18.0,9387.52,0,Moto,Zona A
26.0,176533.66,1,Camion,Zona C
15.0,89806.2,1,Camion,Zona A
22.0,7677.89,0,Bicicleta,Zona A
16.0,71200.3,1,Coche,Zona B
8.0,32413.36,0,Moto,Zona A
24.0,9584.53,0,Bicicleta,Zona A
13.0,9456.37,2,Bicicleta,Zona D
29.0,3781.92,3,Monopatin,Zona B
24.0,96349.55,2,Furgoneta,Zona D
16.0,31963.28,0,Moto,Zona D
11.0,95640.73,5,Furgoneta,Zona C
6.0,15332.03,1,Moto,Zona C
27.0,52886.15,1,Furgoneta,Zona B
3.0,12169.1,4,Bicicleta,Zona B
1.0,12665.47,2,Bicicleta,Zona C
18.0,48950.34,1,Coche,Zona C
5.0,117434.24,2,Camion,Zona C
13.0,5236.12,0,Monopatin,Zona C
10.0,93896.1,1,Furgoneta,Zona C
5.0,2836.25,0,Monopatin,Zona D
26.0,53456.28,5,Coche,Zona B
14.0,82892.95,1,Camion,Zona D
17.0,79514.2,2,Furgoneta,Zona D
1.0,18371.27,0,Moto,Zona A
25.0,96661.79,2,Camion,Zona D
2.0,8435.81,0,Bicicleta,Zona C
7.0,40740.44,1,Coche,Zona C
10.0,80441.42,2,Camion,Zona A
20.0,172326.33,0,Camion,Zona A
7.0,5397.1,0,Bicicleta,Zona A
24.0,24549.04,1,Furgoneta,Zona A
16.0,29265.74,0,Moto,Zona A
5.0,7304.77,0,Bicicleta,Zona D
29.0,24779.97,0,Moto,Zona A
28.0,83796.39,0,Furgoneta,Zona B
12.0,165743.58,2,Camion,Zona B
17.0,38978.49,3,Moto,Zona A
16.0,53801.67,1,Coche,Zona A
20.0,32364.09,0,Coche,Zona D
26.0,8350.31,2,Bicicleta,Zona B
16.0,94140.37,1,Furgoneta,Zona D
19.0,10408.73,2,Bicicleta,Zona D
26.0,8329.51,0,Bicicleta,Zona A
15.0,4159.19,0,Monopatin,Zona C
12.0,5823.71,1,Bicicleta,Zona C
21.0,4825.17,0,Monopatin,Zona D
10.0,27484.93,3,Coche,Zona A
29.0,55915.71,1,Coche,Zona B
26.0,8425.56,0,Bicicleta,Zona C
29.0,52585.19,1,Coche,Zona B
22.0,97223.04,0,Furgoneta,Zona C
2.0,7176.46,0,Monopatin,Zona B
7.0,4894.35,0,Monopatin,Zona D
13.0,8184.64,0,Bicicleta,Zona B
3.0,44455.02,0,Coche,Zona B
15.0,29136.33,0,Moto,Zona D
1.0,4988.58,0,Monopatin,Zona B
26.0,10772.14,0,Bicicleta,Zona C
3.0,10721.71,2,Bicicleta,Zona D
25.0,87585.8,0,Furgoneta,Zona C
10.0,117133.99,0,Camion,Zona C
27.0,110163.09,0,Camion,Zona A
27.0,5720.55,0,Coche,Zona C
15.0,91592.64,4,Furgoneta,Zona A
22.0,73432.81,1,Furgoneta,Zona B
27.0,86922.64,2,Furgoneta,Zona B
6.0,3838.67,0,Monopatin,Zona A
20.0,119417.185,1,Camion,Zona C
15.0,63435.44,4,Furgoneta,Zona D
24.0,61580.53,0,Coche,Zona D
21.0,7239.89,1,Bicicleta,Zona A
7.0,12017.23,1,Bicicleta,Zona B
25.0,25293.23,5,Moto,Zona B
29.0,26784.74,0,Moto,Zona D
29.0,2902.01,1,Monopatin,Zona A
21.0,7109.81,0,Monopatin,Zona D
27.0,7908.96,3,Coche,Zona C
5.0,76092.57,1,Coche,Zona B
4.0,121736.77,2,Camion,Zona A
22.0,112291.43,3,Camion,Zona A
18.0,4232.79,1,Monopatin,Zona C
3.0,59632.74,1,Coche,Zona B
17.0,5781.14,1,Monopatin,Zona A
18.0,71974.75,0,Camion,Zona C
18.0,4146.66,0,Monopatin,Zona C
24.0,97339.62,0,Furgoneta,Zona B
24.0,4033.29,0,Monopatin,Zona B
2.0,6039.11,5,Bicicleta,Zona B
13.0,5294.37,0,Monopatin,Zona B
15.0,8209.15,2,Bicicleta,Zona D
15.0,43040.19,0,Coche,Zona B
5.0,183625.91,0,Camion,Zona D
3.0,23882.42,0,Moto,Zona A
5.0,15512.54,0,Moto,Zona C
5.0,61719.18,0,Camion,Zona D
5.0,32668.57,1,Moto,Zona A
3.0,3353.91,1,Monopatin,Zona A
3.0,50456.62,2,Coche,Zona D
20.0,36890.34,1,Coche,Zona A
23.0,116323.98,3,Camion,Zona A
28.0,27609.9,2,Moto,Zona B
28.0,2951.69,0,Monopatin,Zona A
28.0,43164.48,0,Coche,Zona B
18.0,39896.15,0,Coche,Zona B
26.0,56831.13,0,Furgoneta,Zona C
20.0,70984.01,1,Furgoneta,Zona A
4.0,40643.0,4,Coche,Zona C
1.0,151427.57,1,Camion,Zona B
26.0,6282.13,2,Bicicleta,Zona B
16.0,9081.98,0,Bicicleta,Zona B
8.0,5623.74,0,Coche,Zona A
17.0,27483.4,2,Coche,Zona A
8.0,42414.51,0,Coche,Zona B
7.0,48349.07,3,Coche,Zona C
25.0,129554.83,0,Camion,Zona C
8.0,74327.14,2,Furgoneta,Zona D
21.0,65628.71,2,Coche,Zona B
24.0,51571.19,1,Coche,Zona C
27.0,28341.36,2,Moto,Zona B
26.0,98681.76,0,Camion,Zona C
12.0,5690.12,0,Monopatin,Zona D
15.0,79045.84,0,Coche,Zona D
12.0,28949.39,0,Moto,Zona B
19.0,10647.24,0,Bicicleta,Zona C
10.0,4562.68,3,Monopatin,Zona A
7.0,63863.69,0,Coche,Zona D
12.0,65173.53,3,Coche,Zona B
20.0,26840.86,3,Moto,Zona B
5.0,117308.97,1,Camion,Zona C
16.0,27573.69,3,Coche,Zona B
9.0,7922.28,2,Bicicleta,Zona D
15.0,58478.35,1,Coche,Zona B
20.0,6163.42,1,Bicicleta,Zona B
22.0,3094.88,1,Monopatin,Zona A
26.0,5152.93,0,Monopatin,Zona A
15.0,85535.98,0,Furgoneta,Zona D
11.0,47663.09,1,Furgoneta,Zona C
15.0,8097.85,0,Bicicleta,Zona B
29.0,130437.39,4,Camion,Zona C
10.0,69819.56,1,Coche,Zona D
29.0,42852.21,0,Coche,Zona A
9.0,130074.12,0,Furgoneta,Zona C
4.0,8129.32,0,Bicicleta,Zona A
16.0,31970.86,0,Coche,Zona D
10.0,45047.22,0,Coche,Zona D
19.0,79937.53,4,Camion,Zona A
24.0,23745.72,0,Moto,Zona C
17.0,91243.19,1,Furgoneta,Zona B
9.0,86436.53,0,Furgoneta,Zona B
13.0,16524.06,3,Moto,Zona A
1.0,31182.6,1,Coche,Zona C
2.0,135098.01,1,Camion,Zona B
13.0,143187.56,2,Camion,Zona D
24.0,68265.67,1,Furgoneta,Zona C
9.0,28643.8,0,Camion,Zona B
7.0,3262.4,0,Monopatin,Zona C
16.0,32397.25,0,Moto,Zona A
19.0,38922.05,0,Coche,Zona C
7.0,4479.15,0,Monopatin,Zona B
6.0,29150.05,2,Moto,Zona A
18.0,7264.95,0,Bicicleta,Zona C
19.0,113538.15,0,Furgoneta,Zona D
11.0,106556.29,4,Camion,Zona B
29.0,5934.43,4,Bicicleta,Zona A
29.0,5071.71,1,Monopatin,Zona D
26.0,33824.03,0,Coche,Zona B
10.0,57077.37,3,Coche,Zona D
12.0,78748.9,0,Camion,Zona C
15.0,8228.28,0,Bicicleta,Zona A
10.0,47628.55,1,Coche,Zona D
20.0,3950.19,0,Bicicleta,Zona A
18.0,81864.34,2,Coche,Zona B
15.0,7798.02,0,Monopatin,Zona B
28.0,8195.14,0,Bicicleta,Zona B
15.0,7020.01,0,Monopatin,Zona C
5.0,131117.46,0,Camion,Zona C
5.0,164536.9,5,Camion,Zona D
28.0,85932.16,0,Camion,Zona C
12.0,141845.7,4,Camion,Zona D
15.0,17854.17,1,Moto,Zona D
3.0,63940.54,0,Coche,Zona A
29.0,85225.38,1,Furgoneta,Zona D
8.0,80450.54,3,Furgoneta,Zona C
22.0,69475.26,0,Furgoneta,Zona A
2.0,30988.32,0,Moto,Zona B
18.0,4763.52,0,Monopatin,Zona B
9.0,51243.77,0,Camion,Zona C
13.0,24286.23,0,Coche,Zona C
7.0,4953.75,1,Bicicleta,Zona A
10.0,6176.27,2,Monopatin,Zona A
9.0,150969.02,0,Camion,Zona C
22.0,27437.48,0,Moto,Zona C
15.0,131318.72,2,Camion,Zona B
5.0,172060.85,0,Camion,Zona B
12.0,27571.36,2,Moto,Zona B
1.0,95314.63,5,Furgoneta,Zona C
12.0,79742.06,4,Furgoneta,Zona D
22.0,43084.17,1,Coche,Zona C
6.0,45796.48,0,Coche,Zona C
19.0,129218.45,0,Coche,Zona B
19.0,3369.92,1,Monopatin,Zona C
16.0,8754.35,4,Bicicleta,Zona A
19.0,65446.0,0,Camion,Zona C
3.0,6534.76,0,Coche,Zona C
23.0,147857.74,2,Camion,Zona C
15.0,36560.91,0,Furgoneta,Zona C
15.0,63571.09,0,Coche,Zona D
15.0,8071.32,3,Monopatin,Zona C
26.0,55477.41,0,Coche,Zona A
13.0,11028.59,0,Bicicleta,Zona A
15.0,53720.57,1,Coche,Zona C
18.0,97066.13,2,Furgoneta,Zona B
3.0,5680.65,0,Monopatin,Zona D
15.0,6775.87,0,Bicicleta,Zona C
23.0,162532.45,1,Camion,Zona C
3.0,49366.79,0,Coche,Zona B
23.0,4787.34,0,Monopatin,Zona B
25.0,23781.35,1,Moto,Zona B
27.0,54596.1,2,Coche,Zona D
15.0,77321.26,2,Camion,Zona A
15.0,4726.78,1,Monopatin,Zona D
27.0,8745.34,2,Bicicleta,Zona B
20.0,73952.92,0,Camion,Zona A
7.0,26569.24,3,Moto,Zona A
25.0,3653.56,3,Monopatin,Zona B
24.0,87498.5,1,Furgoneta,Zona B
8.0,82377.68,0,Coche,Zona D
9.0,7709.93,1,Bicicleta,Zona B
14.0,54112.8,1,Furgoneta,Zona A
5.0,5355.63,0,Monopatin,Zona C
21.0,5711.32,1,Monopatin,Zona B
19.0,86270.77,2,Camion,Zona B
21.0,2422.28,2,Monopatin,Zona D
16.0,5758.74,0,Bicicleta,Zona D
24.0,78839.56,0,Furgoneta,Zona B
12.0,6907.25,1,Coche,Zona A
15.0,33081.2,2,Moto,Zona A
4.0,28878.35,1,Moto,Zona C
8.0,51529.79,1,Coche,Zona B
7.0,23825.61,0,Coche,Zona D
15.0,29728.02,1,Moto,Zona A
15.0,7968.77,4,Monopatin,Zona C
5.0,10069.54,1,Bicicleta,Zona B
14.0,20067.29,3,Moto,Zona A
21.0,47954.71,1,Coche,Zona B
13.0,28443.1,2,Moto,Zona B
15.0,7079.99,0,Monopatin,Zona A
18.0,19706.87,0,Moto,Zona A
29.0,6882.77,0,Bicicleta,Zona A
4.0,78964.0,0,Furgoneta,Zona B
8.0,4803.98,0,Monopatin,Zona B
24.0,61885.39,1,Coche,Zona C
11.0,8629.51,3,Bicicleta,Zona D
17.0,14521.17,1,Moto,Zona B
18.0,20074.13,0,Moto,Zona D
21.0,64928.07,3,Furgoneta,Zona B
25.0,16776.25,1,Coche,Zona B
26.0,63944.55,1,Coche,Zona C
11.0,124767.3,3,Camion,Zona C
